City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
225,Polson,US,85.21,scattered clouds,47.6936,-114.1632,Americas Best Value Port Polson Inn
226,Sinnamary,GF,77.61,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
228,Lahad Datu,MY,84.85,overcast clouds,5.0268,118.327,The 27th House
229,Kloulklubed,PW,82.9,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
230,Nileshwar,IN,80.71,scattered clouds,12.25,75.1,Neeleshwar Hermitage
231,Katsuura,JP,84.78,few clouds,35.1333,140.3,Katsuura Hotel Mikazuki
232,Bandarbeyla,SO,76.64,broken clouds,9.4942,50.8122,JABIR HOTEL
233,Qingdao,CN,80.2,few clouds,36.0986,120.3719,Le Meridien Qingdao
234,Dingle,PH,83.7,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
237,Port Keats,AU,86.52,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
238,Jurm,AF,79.07,clear sky,36.8648,70.8342,
242,Darya Khan,PK,89.1,overcast clouds,31.7912,71.1039,Designer Inn
244,Arlit,NE,85.95,broken clouds,18.7369,7.3853,Case de Passage De la Prefecture
245,Garden City,US,73.98,broken clouds,42.3256,-83.331,Big Trees Mobile Home Community
246,Alofi,NU,78.69,broken clouds,-19.0595,-169.9187,Taloa Heights
249,Bambous Virieux,MU,70.05,scattered clouds,-20.3428,57.7575,Casa Tia Villa
250,Pierre,US,73.85,clear sky,44.3683,-100.351,Ramkota Hotel
252,Rockport,US,86.05,scattered clouds,28.0206,-97.0544,"Holiday Inn Express & Suites Rockport - Bay View, an IHG Hotel"
253,Kirkwood,US,74.52,overcast clouds,38.5834,-90.4068,"Holiday Inn St Louis SW - Route 66, an IHG Hotel"
254,Preobrazheniye,RU,77.4,overcast clouds,42.9019,133.9064,Campsite Orlan
258,Yinchuan,CN,88.03,clear sky,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
259,Saint George,US,86.59,light rain,37.1041,-113.5841,Best Western Plus Abbey Inn
260,Bamiantong,CN,82.89,broken clouds,44.9333,130.5333,Dehuiyuan Leisure Resort
262,Sabang,ID,78.55,moderate rain,5.8933,95.3214,Hotel Citra
263,Udalguri,IN,84.76,light rain,26.7667,92.1333,TREBLA
265,Salinopolis,BR,78.64,few clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
266,Zhicheng,CN,86.0,clear sky,30.2956,111.5047,Wangjiang Building
267,Lorengau,PG,84.7,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
268,Gat,IL,81.39,clear sky,31.61,34.7642,OlusHome
269,Port Moresby,PG,82.31,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
275,Port Hardy,CA,73.58,clear sky,50.6996,-127.4199,Airport Inn-Port Hardy
279,Lagoa,PT,71.38,clear sky,39.05,-27.9833,Casa Das Faias
280,Fairview,US,83.43,broken clouds,40.8126,-73.999,Homewood Suites by Hilton Edgewater-NYC Area
284,Hamilton,US,79.81,light rain,39.1834,-84.5333,Six Acres Bed & Breakfast
285,Fujin,CN,84.47,overcast clouds,47.26,132.0322,Xilong Hotel Fujin Shop
286,Zuwarah,LY,80.31,clear sky,32.9312,12.082,مطعم كابيتانو
287,Hirara,JP,89.87,few clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
288,Malakal,SS,71.53,overcast clouds,9.5334,31.6605,Nile Palace Hotel
289,Teguise,ES,70.02,overcast clouds,29.0605,-13.564,B&B La Casona de Nazaret
290,Marigot,MF,82.18,scattered clouds,18.0667,-63.0833,"Sonesta Maho Beach Resort, Casino & Spa"
291,Urusha,RU,75.43,clear sky,54.05,122.9,Dom Otdykha Lokomotivnykh Brigad
293,Asfi,MA,70.21,few clouds,32.2994,-9.2372,Hôtel Abda
295,Nioro,GM,78.17,light rain,13.35,-15.75,
298,Kismayo,SO,76.48,overcast clouds,-0.3582,42.5454,Agan-Hotel
300,Merauke,ID,77.61,overcast clouds,-8.4667,140.3333,
301,Lompoc,US,70.79,overcast clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
302,San Andres,CO,82.42,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
304,Naze,JP,79.72,overcast clouds,28.3667,129.4833,Shishime Hotel
305,Broome,US,70.36,clear sky,42.2506,-75.833,Chenango Valley State Park
307,Dengzhou,CN,75.94,overcast clouds,37.8086,120.7508,Greentree Inn Penglai Free Harbor Business Hotel
310,Pathein,MM,88.0,broken clouds,16.7833,94.7333,Pathein Hotel
312,Avera,US,82.54,overcast clouds,33.194,-82.5271,
313,Chara,RU,74.25,few clouds,56.9064,118.2631,
314,Fairhope,US,84.74,scattered clouds,30.523,-87.9033,Hampton Inn Fairhope-Mobile Bay
316,Ribeira Brava,PT,75.0,few clouds,32.65,-17.0667,Hotel do Campo
317,Yumen,CN,87.28,scattered clouds,40.2833,97.2,
318,Ixtapa,MX,83.43,broken clouds,20.7,-105.2,hotel la terminal
320,Tessalit,ML,87.85,overcast clouds,20.1986,1.0114,
323,Middlesex,US,77.25,light rain,42.4998,-71.3328,Concord's Colonial Inn
324,Labuhan,ID,84.42,overcast clouds,-6.8844,112.2051,DoubleFAG
327,Le Pradet,FR,75.79,clear sky,43.1066,6.0172,Hôtel Kyriad Toulon La Garde
330,Sterling,US,76.75,few clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
336,Solnechnyy,RU,78.3,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
337,Kavieng,PG,84.58,broken clouds,-2.5744,150.7967,Nusa Island Retreat
338,Faanui,PF,79.54,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
339,Atambua,ID,80.55,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
342,Doka,SD,70.47,overcast clouds,13.5167,35.7667,Um Rakuba Refugee Camp
343,Tubuala,PA,77.38,overcast clouds,9.5167,-79.0333,
344,Tapah,MY,80.51,scattered clouds,4.2004,101.2598,Shahrini Homestay
345,Maple Creek,CA,79.21,clear sky,49.9168,-109.4848,Willowbend Campground & Cabins
347,Sorong,ID,81.48,scattered clouds,-0.8833,131.25,Waigo Splash Hotel
348,Soe,ID,75.11,broken clouds,-9.8607,124.284,Dena Hotel
349,Sitio Novo Do Tocantins,BR,74.77,few clouds,-5.5183,-47.4611,Imperial Hotel
351,Mandalgovi,MN,72.46,scattered clouds,45.7625,106.2708,В.Ганбат
353,Ayagoz,KZ,83.52,overcast clouds,47.9714,80.4392,ХАН
355,Chalmette,US,82.99,clear sky,29.9427,-89.9634,Marina Inn & Suites Chalmette-New Orleans
357,La Ronge,CA,77.22,broken clouds,55.1001,-105.2842,Northland Motor Hotel
360,Ocean City,US,84.38,scattered clouds,39.2776,-74.5746,Biscayne Suites
362,Bintulu,MY,86.41,few clouds,3.1667,113.0333,900 Boutique INN
365,Bilma,NE,83.61,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
366,Omboue,GA,70.34,broken clouds,-1.5746,9.2618,Hotel Olako
368,Guiong,PH,83.61,overcast clouds,6.4186,122.0258,"Mosque Buli Buli , Sumisip"
369,Ciudad Bolivar,VE,80.2,broken clouds,8.1222,-63.5497,Hotel Edi
377,Sur,OM,81.43,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
379,Manicore,BR,73.96,clear sky,-5.8092,-61.3003,Hotel Durval
380,Sinjai,ID,80.98,overcast clouds,-5.1241,120.253,Wisma Sandika
383,Nichinan,JP,85.68,moderate rain,31.6,131.3667,Guest House Aki
384,Westport,US,81.28,overcast clouds,41.1415,-73.3579,The Westport Inn
386,Muzaffarabad,PK,78.98,overcast clouds,34.37,73.4711,Pearl Continental Muzaffarabad
388,Huilong,CN,87.93,scattered clouds,31.8111,121.655,Hilton Garden Inn Qidong
393,Santa Isabel Do Rio Negro,BR,73.6,overcast clouds,-0.4139,-65.0192,Hotel GSA
396,Along,IN,81.5,broken clouds,28.1667,94.7667,Hotel West
397,Vaitape,PF,79.52,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
398,Xifeng,CN,80.65,broken clouds,42.7372,124.7222,Home Inn Hotel
400,Karratha,AU,77.97,light rain,-20.7377,116.8463,ibis Styles Karratha
401,Nha Trang,VN,89.6,few clouds,12.25,109.1833,Hanoi Golden Hotel
404,Bardiyah,LY,76.3,clear sky,31.7561,25.0865,بورتو بردية
405,Acajutla,SV,78.08,light rain,13.5928,-89.8275,Laureles
406,Lakatoro,VU,81.36,light rain,-16.0999,167.4164,Lakatoro Palm Lodge
409,Najran,SA,83.05,few clouds,17.4924,44.1277,محمد هادي ال فطيح
412,Madang,PG,85.37,scattered clouds,-5.2246,145.7966,Comfort Inn Hotel
414,Lafayette,US,79.93,clear sky,30.2335,-92.0668,"Drury Inn & Suites Lafayette, LA"
416,Cayenne,GF,76.08,light rain,4.9333,-52.3333,Hôtel Le Dronmi
417,Kupang,ID,84.15,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
418,Marion,US,79.12,broken clouds,39.7684,-86.1555,Hilton Garden Inn Indianapolis Downtown
420,Guaymas,MX,75.88,overcast clouds,27.9333,-110.9,"Holiday Inn Express Guaymas, an IHG Hotel"
422,Abonnema,NG,73.0,overcast clouds,4.7084,6.7931,Corper's Lodge Obonoma
424,Sri Aman,MY,84.25,scattered clouds,1.2376,111.4621,Seri Simanggang Hotel
425,Mahebourg,MU,70.09,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
429,Hambantota,LK,77.34,broken clouds,6.1241,81.1185,Bungalow 63
430,Jardim,BR,70.36,scattered clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
433,Urucui,BR,74.35,clear sky,-7.2294,-44.5561,Hotel Premium Piauí
434,Sola,VU,79.86,overcast clouds,-13.8833,167.55,Leumerus Bungalows
435,Kulhudhuffushi,MV,80.24,overcast clouds,6.6221,73.07,Haajy Guest House 1
436,Namatanai,PG,84.49,scattered clouds,-3.6667,152.4333,Seagulls Inn Namatani
437,The Pas,CA,73.42,clear sky,53.8251,-101.2541,Wescana Inn
440,Baherden,TM,85.84,broken clouds,38.4362,57.4316,
446,Jertih,MY,87.87,few clouds,5.7336,102.4897,One Utama Hotel
448,Phetchaburi,TH,89.06,scattered clouds,12.9667,99.5833,บ้านไร่ ท้ายเขื่อน แคมป์วิว เขื่อนแก่งกระจาน
449,Itaituba,BR,75.02,few clouds,-4.2761,-55.9836,Hotel Campos
450,Kurara,IN,87.12,broken clouds,25.9833,79.9833,Sengar nivas
451,Ham Lake,US,70.88,scattered clouds,45.2502,-93.2499,Flamingo Terrace Mobile Home
452,Port Hedland,AU,78.85,clear sky,-20.3167,118.5667,The Esplanade Hotel
454,Nurota,UZ,82.8,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
456,Aksu,CN,87.78,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
457,Myitkyina,MM,82.18,overcast clouds,25.3833,97.4,Shwe Phyu Hotel
458,Banamba,ML,76.86,light rain,13.55,-7.45,Kassela de Banamba
460,Port Hueneme,US,78.51,clear sky,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
461,Lagos,NG,74.03,overcast clouds,6.5833,3.75,
462,Ponta Delgada,PT,72.32,broken clouds,37.7333,-25.6667,Vila Nova Hotel
463,George Town,MY,87.89,few clouds,5.4112,100.3354,Cititel Penang
467,Cebuano,PH,83.12,light rain,6.3881,124.9683,Forest Hill Flowing Resort
470,Jacareacanga,BR,73.26,clear sky,-6.2222,-57.7528,Casa do Ian😎
474,Buraydah,SA,88.25,overcast clouds,26.326,43.975,Mövenpick Qassim
475,Serebryansk,KZ,80.19,broken clouds,49.6925,83.2892,"Gostinitsa ""Vodoley"""
478,Diffa,NE,78.98,overcast clouds,13.3154,12.6113,ProDAF/Diffa
480,Brownsville,US,85.08,clear sky,25.9018,-97.4975,Best Western Hotel Plaza Matamoros
482,Yerofey Pavlovich,RU,73.65,clear sky,53.9667,121.9667,lounges and warm parking
487,Stockbridge,US,84.74,overcast clouds,33.5443,-84.2338,La Quinta Inn & Suites by Wyndham Atlanta Stockbridge
489,Le Robert,MQ,78.85,few clouds,14.6775,-60.9392,HARMONY HEBERGEMENT
490,Salalah,OM,74.79,overcast clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
491,Sile,TR,73.56,clear sky,41.1754,29.6133,Phellos Suites
492,Saint Leonard,CA,73.58,overcast clouds,47.173,-67.9247,Daigle's Motel
495,Galle,LK,80.47,overcast clouds,6.0367,80.217,Amangalla
497,Ust-Nera,RU,72.01,overcast clouds,64.5667,143.2,Hotel Ust-Nera
500,Daru,PG,77.13,overcast clouds,-9.0763,143.2092,Daru Lodge
501,Sibolga,ID,75.31,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
502,Kudahuvadhoo,MV,82.11,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
503,Santa Rosalia,MX,84.7,overcast clouds,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
508,Shubarshi,KZ,75.4,clear sky,48.5872,57.1869,
509,Dzilam Gonzalez,MX,78.8,overcast clouds,21.2833,-88.9333,posadas
510,Iki-Burul,RU,74.71,clear sky,45.8208,44.6472,
511,Tura,IN,80.51,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
512,Banda Aceh,ID,77.02,light rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
513,Marsala,IT,80.92,clear sky,37.7966,12.4352,Villa Favorita Hotel e Resort
514,Kushima,JP,82.56,broken clouds,31.4583,131.2333,Hanaoka
519,Kahului,US,84.22,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
520,Pamekasan,ID,82.94,overcast clouds,-7.1568,113.4746,OYO 3027 Griya Temenggungan Syariah
524,Kendari,ID,83.93,overcast clouds,-3.945,122.4989,Hotel Wixel
526,Ruteng,ID,72.1,overcast clouds,-8.6136,120.4721,Hotel FX 72
527,Kashi,CN,88.81,scattered clouds,39.4547,75.9797,帕米尔青年旅舍
528,Pasni,PK,81.46,overcast clouds,25.2631,63.471,Kashmiri Hotal
533,Nishihara,JP,89.26,broken clouds,26.1842,127.7558,Minshuku Agaihama
537,Chaoyang,CN,71.22,overcast clouds,41.5703,120.4586,Chaoyang Genting International Hotel
538,Ermioni,GR,78.93,clear sky,37.3869,23.2442,Zoe Pension
539,Shirdi,IN,79.52,overcast clouds,19.7667,74.4833,Shradha Saburi Palace
540,Empalme,MX,77.34,overcast clouds,27.9667,-110.8167,Casa de la mary
543,Fare,PF,79.09,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
550,Zhangjiakou,CN,79.27,broken clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
551,Kirakira,SB,82.17,broken clouds,-10.4544,161.9205,SanBiz Lodge
552,Aykhal,RU,80.28,clear sky,66.0,111.5,
554,Marrakesh,MA,71.67,clear sky,31.6315,-8.0083,Les Jardins de La Koutoubia
556,Smithers,CA,88.12,few clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
558,Methoni,GR,79.21,clear sky,36.8197,21.7049,Methoni Beach Hotel
559,Biltine,TD,78.8,overcast clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
560,Manokwari,ID,84.11,heavy intensity rain,-0.8667,134.0833,Swiss Belhotel Manokwari
561,Santa Catalina,PH,87.78,overcast clouds,9.3337,122.8637,BreakWater Beach Sta Catalina Negros Oriental
565,Havelock,US,82.94,clear sky,34.8791,-76.9013,Sherwood Motel
567,Tahe,CN,81.19,overcast clouds,52.3333,124.7333,塔河宾馆
571,Monroe,US,76.01,overcast clouds,43.1501,-77.6831,Rodeway Inn Rochester Airport
572,Dwarka,IN,82.78,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
573,Tsuruga,JP,89.8,clear sky,35.6455,136.0558,New Sunpia Tsuruga
576,Kiunga,PG,80.31,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
577,Shimanovsk,RU,76.66,overcast clouds,52.0,127.7,Гостиница Домашняя
578,Mogadishu,SO,75.6,broken clouds,2.0371,45.3438,Hotel Juba
579,Lamu,KE,74.5,broken clouds,-2.2717,40.902,Lamu House
580,Sueca,ES,80.33,broken clouds,39.2026,-0.3111,Casa Sueca
587,Biak,ID,72.9,heavy intensity rain,-0.9131,122.8766,Penginapan Kim
590,Moussoro,TD,81.75,broken clouds,13.6408,16.4901,Hôtel Salama
592,Amapa,BR,70.54,overcast clouds,1.0,-52.0,
600,Lewistown,US,74.64,clear sky,40.5992,-77.5714,Quality Inn & Suites
601,Berbera,SO,88.48,clear sky,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
605,Sellye,SK,70.02,broken clouds,48.1513,17.8806,Pension Europe
607,Cabedelo,BR,74.07,few clouds,-6.9811,-34.8339,Pousada Camboinha
608,Flic En Flac,MU,70.36,clear sky,-20.2742,57.3631,Hilton Mauritius Resort & Spa
609,Zhangye,CN,86.05,broken clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
610,Barahona,DO,79.0,clear sky,18.2085,-71.1008,Hotel Caribe
614,Manggar,ID,80.83,moderate rain,-2.8833,108.2667,Guest Hotel
615,Khilok,RU,71.82,clear sky,51.3674,110.4676,"Gostevoy Dom ""Magnit"""
616,Ambon,ID,77.14,light rain,-3.6954,128.1814,Swiss-Belhotel Ambon
618,Jimenez,MX,81.0,scattered clouds,28.3333,-105.4,El torreon
619,Almaty,KZ,80.51,broken clouds,43.25,76.95,Holiday Inn Almaty
620,Luzon,PH,83.53,overcast clouds,6.519,126.0941,Villanida Campsite and Resort
622,Chillicothe,US,76.98,light rain,39.3331,-82.9824,Holiday Inn Express Chillicothe East
627,Chalus,IR,76.46,overcast clouds,36.655,51.4204,Rama Spa
628,Udachnyy,RU,82.45,few clouds,66.4167,112.4,Severnoye Siyaniye
629,Morehead,US,73.99,overcast clouds,37.2711,-87.1764,CCI Express Inn
